"Case Number","Date",,"Address","Charge","Charge Description",,
20140802137,"8/2/2014","1:35:00PM","899 PEACH ORCHARD DR/CARRIAGE WOODS DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140802156,"8/2/2014","2:04:00PM","899 PEACH ORCHARD DR/CARRIAGE WOODS DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140802160,"8/2/2014","2:12:00PM","899 PEACH ORCHARD DR/CARRIAGE WOODS DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140703124,"7/3/2014 11:15:00AM",,"5223 HILLTOP RD/BRIDFORD PKWY","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140801236,"8/1/2014","9:04:00PM","699 SUMMIT AV/YANCEYVILLE ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140803153,"8/3/2014","3:10:00PM","4299 BURLINGTON RD/FLEMINGFIELD RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140803169,"8/3/2014","4:17:00PM","999 SUMMIT AV/E BESSEMER AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140803180,"8/3/2014","5:07:00PM","4099 YANCEYVILLE ST/LEES CHAPEL RD","20-158(B)(2)(A)","ILLEGAL RIGHT TURN ON RED",,
20140803171,"8/3/2014","4:25:00PM","899 PARK AV/SULLIVAN ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140803005,"8/3/2014 12:00:00AM",,"4199 HIGH POINT RD/MERRITT DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140731218,"7/31/2014 12:00:00AM",,"1039 BENJAMIN PKWY","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140802243,"8/2/2014 12:00:00AM",,"1299 16TH ST/FAIRVIEW ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140804022,"8/4/2014","2:06:00AM","189 NC 68 S/ALBERT PICK RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140803178,"8/3/2014 12:00:00AM",,"2299 HIGH POINT RD/PATTERSON ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140804044,"8/4/2014","5:25:00AM","5199 W MARKET ST/S WALNUT CIR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140802007,"8/2/2014 12:00:00AM",,"899 SPRING GARDEN ST/S MENDENHALL ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140731192,"7/31/2014 12:00:00AM",,"199 PASTOR ANDERSON WAY/E WASHINGTON ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140731279,"7/31/2014 12:00:00AM",,"499 S BOOKER ST/CUNNINGHAM ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140804298,"8/4/2014 12:00:00AM",,"2618 BATTLEGROUND AV/W CONE BLVD","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20140805104,"8/5/2014 11:42:00AM",,"4599 GREEN POINT DR/GALLIMORE DAIRY RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140801059,"8/1/2014 12:00:00AM",,"4428 W WENDOVER AV/BRIDFORD PKWY","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140802116,"8/2/2014 12:00:00AM",,"899 NORWALK ST/HEWITT ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140804041,"8/4/2014 12:00:00AM",,"3299 S ELM-EUGENE ST/E MONTCASTLE DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140803152,"8/3/2014 12:00:00AM",,"2206 MARTIN LUTHER KING JR DR/I-40W\BUS 85S O","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140803232,"8/3/2014 12:00:00AM",,"2233 PINECROFT RD/VANSTORY ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140806029,"8/6/2014","2:30:00AM","213 I-40 W/W WENDOVER AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140806134,"8/6/2014","1:00:00PM","6900 INTERNATIONAL DR/GALLIMORE DAIRY RD","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20140806193,"8/6/2014","2:54:00PM","6399 W MARKET ST/STAGE COACH TR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140806181,"8/6/2014","2:33:00PM","999 E WENDOVER AV/SUMMIT AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140806230,"8/6/2014 12:00:00AM",,"599 S ELM ST/E LEWIS ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20140804304,"8/4/2014 10:12:14PM",,"3299 HIGH POINT RD/VEASLEY ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140806364,"8/6/2014 10:38:00PM",,"1999 E CONE BLVD/SANDS DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140807070,"8/7/2014","7:46:00AM","1587 N HOLDEN RD/JOSEPH M BRYAN BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140805202,"8/5/2014","4:05:00PM","1199 NEW GARDEN RD/BALLINGER RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140807095,"8/7/2014","9:31:00AM","2399 REGENTS PARK LN/BAYTREE DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140807107,"8/7/2014 10:02:00AM",,"5099 BLUFF RUN DR/REGENTS PARK LN","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140805281,"8/5/2014","8:25:00PM","1489 PLEASANT RIDGE RD/NC 68 N","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140805285,"8/5/2014 12:00:00AM",,"4522 W MARKET ST/N WESTGATE DR","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20140807081,"8/7/2014 12:00:00AM",,"100 SUMMIT AV/N ELM ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140527008,"5/27/2014 12:37:00AM",,"2068 E CONE BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140808187,"8/8/2014","3:26:00PM","1099 E MARKET ST/N DUDLEY ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140808218,"8/8/2014","5:02:00PM","2299 S BENBOW RD/MARTIN LUTHER KING JR DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140808233,"8/8/2014 12:00:00AM",,"199 W MARKET ST/N GREENE ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140809002,"8/9/2014 12:07:00AM",,"2598 W WENDOVER AV/W MARKET ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140809104,"8/9/2014","1:29:00PM","799 S AYCOCK ST/W LEE ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140809171,"8/9/2014","6:47:00PM","599 E WENDOVER AV/YANCEYVILLE ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140809178,"8/9/2014","7:25:00PM","503 GUILFORD COLLEGE RD/BRIDFORD PKWY","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140809189,"8/9/2014 12:00:00AM",,"599 N AYCOCK ST/BENJAMIN PKWY","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140801090,"8/1/2014 12:00:00AM",,"999 HUFFMAN ST/E BESSEMER AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140809031,"8/9/2014 12:00:00AM",,"199 N EUGENE ST/W FRIENDLY AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140809172,"8/9/2014","7:11:00PM","2699 PERSHING ST/PHIPPS AV","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20140810014,"8/10/2014 12:39:00AM",,"5049 HILLTOP RD/ELLERY CT","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140809244,"8/9/2014 12:00:00AM",,"1499 RANDLEMAN RD/SOUTH ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140809244,"8/9/2014 12:00:00AM",,"1499 RANDLEMAN RD/SOUTH ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140809244,"8/9/2014 12:00:00AM",,"1499 ORCHARD ST/W FLORIDA ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140811005,"8/11/2014 12:21:00AM",,"4999 W MARKET ST/THORNTON CT","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140811054,"8/11/2014","5:37:00AM","3887 SPRING GARDEN ST/W WENDOVER AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140811178,"8/11/2014","4:48:00PM","3599 N CHURCH ST/GREENBRIAR RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140811263,"8/11/2014 12:00:00AM",,"2599 WALKER AV/LONGVIEW ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20140811277,"8/11/2014 12:00:00AM",,"2599 WALKER AV/LONGVIEW ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140812001,"8/12/2014 12:00:00AM",,"499 ARLINGTON ST/E LEE ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20140810043,"8/10/2014 12:00:00AM",,"563 BURTNER ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20140812076,"8/12/2014 10:10:00AM",,"1699 WILLOW RD/RANDALL ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140812099,"8/12/2014 12:24:00PM",,"2849 FOUR SEASONS BLVD/CREEK RIDGE RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140811033,"8/11/2014 12:00:00AM",,"2999 E WENDOVER AV/SYKES AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140812251,"8/12/2014","8:52:00PM","2705 RANDLEMAN RD/CORLISS ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140813005,"8/13/2014 12:13:00AM",,"2435 RANDLEMAN RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140813011,"8/13/2014 12:33:00AM",,"120 W MEADOWVIEW RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140813098,"8/13/2014","9:54:00AM","2199 NEW GARDEN RD/BATTLEGROUND AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140813140,"8/13/2014 12:32:00PM",,"2599 RANDLEMAN RD/CREEK RIDGE RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140810005,"8/9/2014 12:00:00AM",,"2499 RANDLEMAN RD/PREDDY BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140812001,"8/12/2014 12:00:00AM",,"499 ARLINGTON ST/E LEE ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20140731118,"7/31/2014 12:00:00AM",,"405 DENNY RD/MIZELL RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140810031,"8/10/2014 12:44:00AM",,"4699 W MARKET ST/SPRING GARDEN ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140811292,"8/11/2014 12:00:00AM",,"3699 SPRING GARDEN ST/MERRITT DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140814016,"8/14/2014","1:41:00AM","1798 FREEMAN MILL RD/W FLORIDA ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140814065,"8/14/2014","8:55:00AM","5099 BLUFF RUN DR/REGENTS PARK LN","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140814058,"8/14/2014","8:39:00AM","1015 W MEADOWVIEW RD/GLENHAVEN DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140814067,"8/14/2014","9:04:00AM","1015 W MEADOWVIEW RD/GLENHAVEN DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140814057,"8/14/2014","8:28:00AM","4799 BLUFF RUN DR/WINDROCK WAY","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140814182,"8/14/2014","2:25:00PM","4199 HIGH POINT RD/MERRITT DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140813013,"8/13/2014 12:00:00AM",,"100 PISGAH CHURCH RD/LEES CHAPEL RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140715098,"7/15/2014 12:00:00AM",,"2599 SUMMIT AV/16TH ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140811104,"8/11/2014 12:00:00AM",,"299 S EDGEWORTH ST/W WASHINGTON ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140810091,"8/9/2014 11:34:00PM",,"2799 PATTERSON ST/S HOLDEN RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140812213,"8/12/2014 12:00:00AM",,"1517 RANKIN RD/SUMMIT AV","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20140806219,"8/6/2014 12:00:00AM",,"399 E LEE ST/S MURROW BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160115204,"1/15/2016","7:00:00PM","599 S AYCOCK ST/SPRING GARDEN ST","20-158(B)(2)(B)","FAIL TO YIELD TO PEDESTRIAN",,
20160116028,"1/16/2016","4:08:00AM","6225 BALLINGER RD/PINEWOOD DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160116029,"1/16/2016","4:26:00AM","6299 BALLINGER RD/WAKEFIELD PL","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160116030,"1/16/2016","4:43:00AM","5900 BALLINGER RD/NEW GARDEN RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160116034,"1/16/2016","5:17:00AM","5900 BALLINGER RD/NEW GARDEN RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160113241,"1/13/2016 12:00:00AM",,"2999 E MARKET ST/DOCKERY ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160112131,"1/12/2016 12:00:00AM",,"599 N HOLDEN RD/W FRIENDLY AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160114003,"1/13/2016 12:00:00AM",,"3000 E MARKET ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160116066,"1/16/2016 12:00:00AM",,"299 E MARKET ST/S CHURCH ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160117029,"1/17/2016 12:00:00AM",,"499 S ELM ST/BARNHARDT ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160117191,"1/17/2016 11:10:00PM",,"1799 BATTLEGROUND AV/GREEN VALLEY RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160118074,"1/18/2016","2:12:00PM","1199 YANCEYVILLE ST/E BESSEMER AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160119048,"1/19/2016","9:07:00AM","699 DEWEY ST/5TH AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160114147,"1/14/2016","2:57:00PM","1015 W MEADOWVIEW RD/GLENHAVEN DR","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160114036,"1/14/2016 12:00:00AM",,"5334 LAWNDALE DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160120021,"1/20/2016 12:00:00AM",,"3750 BATTLEGROUND AV/COTSWOLD AV","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160114192,"1/14/2016 12:00:00AM",,"1099 PALMETTO ST/CIRCLE DR","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160116117,"1/16/2016 12:00:00AM",,"3599 FARMINGTON DR/GLEN HOLLOW RD","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160121046,"1/21/2016","9:12:00AM","3899 W GATE CITY BLVD/FARMINGTON DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160121066,"1/21/2016 10:26:00AM",,"4630 W MARKET ST/MONTROSE DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160121147,"1/21/2016","2:11:00PM","4499 W MARKET ST/UNITED ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160121082,"1/21/2016 11:16:00AM",,"1400 PEMBROKE RD/BATTLEGROUND AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160123003,"1/23/2016 12:24:00AM",,"4428 W WENDOVER AV/BRIDFORD PKWY","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160118010,"1/18/2016 12:00:00AM",,"682 S ELM ST","20-158.1","FAIL TO YIELD RIGHT-OF-WAY",,
20160112185,"1/12/2016 12:00:00AM",,"3499 W FRIENDLY AV/HOBBS RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160125038,"1/25/2016 10:39:00AM",,"1599 NEW GARDEN RD/HORSE PEN CREEK RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160125152,"1/25/2016","7:10:00PM","3000 E MARKET ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160118094,"1/18/2016 12:00:00AM",,"1499 SUMMIT AV/TEXTILE DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160126156,"1/26/2016","5:40:00PM","799 CREEK RIDGE RD/RIVERSIDE DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160121101,"1/21/2016 12:00:00AM",,"100 W VANDALIA RD/S ELM-EUGENE ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160119007,"1/19/2016 12:00:00AM",,"399 CREEK RIDGE RD/RANDLEMAN RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160121229,"1/21/2016 12:00:00AM",,"1399 MERRITT DR/RADCLIFF RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160127014,"1/27/2016","1:41:00AM","499 ANDREW ST/CALDWELL ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160127230,"1/27/2016 11:15:00PM",,"1299 S ELM ST/BURTNER ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160128046,"1/28/2016","9:40:00AM","2299 PEAR ST/S ENGLISH ST","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160120301,"1/20/2016 12:00:00AM",,"2490 RANDLEMAN RD","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160119252,"1/19/2016 12:00:00AM",,"4623 W GATE CITY BLVD","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160128242,"1/28/2016 12:00:00AM",,"1199 VIRGINIA ST/W WENDOVER AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160124097,"1/24/2016 12:00:00AM",,"100 E FRIENDLY AV/N ELM ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160130129,"1/30/2016","5:18:00PM","1299 GORRELL ST/S BENBOW RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160126016,"1/26/2016 12:00:00AM",,"689 GREEN VALLEY RD/BENJAMIN PKWY","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20150131009,"1/31/2016","1:12:00AM","3699 SPRING GARDEN ST/MERRITT DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160201001,"2/1/2016 12:11:00AM",,"2099 RANDLEMAN RD/GARRETT ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
201602000000,"2/1/2016","8:35:00AM","2599 PLEASANT RIDGE RD/LONG VALLEY RD","20-158.1","FAIL TO YIELD RIGHT-OF-WAY",,
20160128212,"1/28/2016 12:00:00AM",,"299 GREENBRIAR RD/FLINT ST","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160202197,"2/2/2016","3:17:00PM","3750 BATTLEGROUND AV/COTSWOLD AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160202210,"2/2/2016","3:49:00PM","3399 DARDEN RD/GLEN HOLLOW RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160201139,"2/1/2016","2:40:00PM","2469 RANDLEMAN RD/I-40W\BUS 85S","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151213145,"12/13/2015 12:00:00AM",,"199 ANDREW ST/ARLINGTON ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160203173,"2/3/2016","3:44:00PM","1699 E BESSEMER AV/HUFFMAN ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160201143,"2/1/2016 12:00:00AM",,"1699 NEW GARDEN RD/WILL DOSKEY DR","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160201094,"2/1/2016 12:00:00AM",,"499 W MARKET ST/N EDGEWORTH ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160125156,"1/25/2016 12:00:00AM",,"3599 LAWNDALE DR/BRAXTON LN","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160130204,"1/30/2016 11:18:58PM",,"499 S AYCOCK ST/WALKER AV","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160204237,"2/4/2016 10:34:00PM",,"799 JULIAN ST/BENNETT ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160128218,"1/28/2016 12:00:00AM",,"889 WAUGH ST/HOLT AV","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160128218,"1/28/2016 12:00:00AM",,"999 HOLT AV/TILLERY DR","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160201264,"2/1/2016 11:00:30PM",,"5699 W MARKET ST/DOLLEY MADISON RD","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160205088,"2/5/2016 12:00:00AM",,"199 E WASHINGTON ST/S DAVIE ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160209005,"2/9/2016","1:16:00AM","4299 W WENDOVER AV/BIG TREE WAY","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160208255,"2/8/2016 10:21:00PM",,"3699 BATTLEGROUND AV/NEW GARDEN RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160207136,"2/7/2016 12:00:00AM",,"3498 W MARKET ST/ASHLAND DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140812109,"8/12/2014 12:00:00AM",,"619 BENJAMIN BENSON ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140807329,"8/7/2014 12:00:00AM",,"5211 W MARKET ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140814299,"8/14/2014","9:19:00PM","2599 S ELM-EUGENE ST/PATTON AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140814144,"8/14/2014","1:18:00PM","2299 HIGH POINT RD/PATTERSON ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140814284,"8/14/2014","8:27:00PM","3599 FARMINGTON DR/GLEN HOLLOW RD","20-158.1","FAIL TO YIELD RIGHT-OF-WAY",,
20140806094,"8/6/2014 12:00:00AM",,"399 E LEE ST/S MURROW BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140815161,"8/15/2014","3:20:00PM","3952 S ELM-EUGENE ST/I-85 N","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140812268,"8/12/2014 12:00:00AM",,"2499 RANDLEMAN RD/PREDDY BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140815047,"8/15/2014 12:00:00AM",,"3200 ISLER ST/S HOLDEN RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140810151,"8/10/2014 12:00:00AM",,"1599 RANDLEMAN RD/W FLORIDA ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140816201,"8/16/2014","6:25:00PM","1100 BRIDFORD PKWY/HORNADAY RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140816213,"8/16/2014","7:41:00PM","5499 HORNADAY RD/GUILFORD COLLEGE RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140816250,"8/16/2014","7:48:00PM","794 NORWALK ST/W WENDOVER AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140817096,"8/17/2014 12:07:00PM",,"3649 REHOBETH CHURCH RD/TOLAR DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140817119,"8/17/2014 12:00:00AM",,"2599 WALKER AV/LONGVIEW ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20140817249,"8/18/2014 12:10:57AM",,"2999 E MARKET ST/DOCKERY ST","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20140817136,"8/17/2014","2:54:00PM","199 N EDGEWORTH ST/W FRIENDLY AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140818096,"8/18/2014 12:57:00PM",,"2499 FREEMAN MILL RD/COLISEUM BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20140818164,"8/18/2014","4:50:00PM","600 JOSEPH TER/E BESSEMER AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20150324095,"3/24/2015 10:15:00AM",,"383 MUIRS CHAPEL RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20150324121,"3/24/2015 10:45:00AM",,"4615 W MARKET ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20150321125,"3/21/2015 12:00:00AM",,"2949 N CHURCH ST/FIELDS ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20150323007,"3/23/2015 12:00:00AM",,"1398 S HOLDEN RD/W FLORIDA ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20150321233,"3/21/2015 12:00:00AM",,"699 MARSH ST/ORCHARD ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20150322163,"3/22/2015 12:00:00AM",,"599 W MEADOWVIEW RD/ATLANTA ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20150324219,"3/24/2015 12:00:00AM",,"899 DUKE ST/E LEE ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
